chunk_id,sum_nats,n_bytes
span_00092,396.067200,800
span_00093,448.812897,800
span_00094,442.138733,800
span_00095,446.415741,800
span_00096,417.886902,800
span_00097,432.743530,800
span_00098,439.001038,800
span_00099,439.054016,800
span_00100,471.643982,800
span_00101,424.261505,800
span_00102,453.620422,800
span_00103,498.655243,800
span_00104,484.981323,800
span_00105,465.899719,800
span_00106,408.654205,800
span_00107,445.644775,800
span_00108,427.842407,800
span_00109,679.707642,800
span_00110,677.254883,800
span_00111,600.426453,800
span_00112,374.261200,800
span_00113,440.677490,800
span_00114,469.113770,800
span_00115,391.513062,800
span_00116,465.532166,800
span_00117,497.582062,800
span_00118,424.884949,800
span_00119,467.390717,800
span_00120,639.829224,800
span_00121,676.542847,800
span_00122,722.877380,800
span_00123,507.202454,800
span_00124,712.895996,800
span_00125,678.679932,800
span_00126,726.810120,800
span_00127,744.643982,800
span_00128,723.012085,800
span_00129,709.941772,800
span_00130,712.452271,800
span_00131,568.737061,800
span_00132,681.403015,800
span_00133,709.460327,800
span_00134,653.434448,800
span_00135,706.215027,800
span_00136,677.129639,800
span_00137,743.971191,800
span_00138,779.875000,800
span_00139,678.184937,800
span_00140,666.081787,800
span_00141,634.428345,800
span_00142,715.414978,800
span_00143,797.646484,800
span_00144,815.550903,800
span_00145,673.893921,800
span_00146,719.524170,800
span_00147,638.869385,800
span_00148,650.639404,800
span_00149,674.372803,800
span_00150,602.787964,800
span_00151,596.246826,800
span_00152,599.395996,800
span_00153,673.478333,800
span_00154,533.306641,800
span_00155,462.606628,800
span_00156,659.143799,800
span_00157,546.455078,800
span_00158,517.154297,801
span_00159,538.563538,800
span_00160,517.270142,800
span_00161,639.565125,800
span_00162,732.233154,800
span_00163,713.578003,800
span_00164,723.011108,800
span_00165,662.813721,800
span_00166,680.519348,800
span_00167,612.492310,800
span_00168,696.828247,800
span_00169,672.148254,800
span_00170,646.980713,800
span_00171,726.938049,800
span_00172,630.536987,800
span_00173,644.677063,800
span_00174,726.889160,800
span_00175,716.932373,800
span_00176,632.136353,800
span_00177,679.064819,800
span_00178,596.380676,800
span_00179,743.510864,801
span_00180,674.674805,800
span_00181,659.952026,800
span_00182,763.124146,800
span_00183,661.210205,800
span_00184,327.775452,800
span_00185,515.951660,800
span_00186,443.525452,800
span_00187,571.937012,800
span_00188,591.722412,800
span_00189,494.625671,800
span_00190,337.264923,800
span_00191,407.774841,800
span_00192,443.806458,800
span_00193,694.823364,800
span_00194,624.325317,800
span_00195,675.520386,800
span_00196,576.265015,800
span_00197,661.974731,800
span_00198,632.392578,800
span_00199,609.223389,800
span_00200,725.302673,800
span_00201,601.530945,800
span_00202,670.028320,800
span_00203,642.002319,800
span_00204,637.489746,800
span_00205,672.803162,800
span_00206,554.834045,800
span_00207,474.483337,800
span_00208,419.277344,800
